"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,5,10,2022,1955,27,2159,2110,49,"AA",1762,"N3JJAA","JFK","BOS",42,187,19,55,2013-05-10 19:00:00
2013,5,10,2115,2025,50,8,2333,35,"UA",771,"N560UA","JFK","LAX",301,2475,20,25,2013-05-10 20:00:00
2013,5,10,2157,2145,12,126,105,21,"AA",185,"N320AA","JFK","LAX",317,2475,21,45,2013-05-10 21:00:00
2013,5,11,536,540,-4,855,840,15,"AA",701,"N615AA","JFK","MIA",165,1089,5,40,2013-05-11 05:00:00
2013,5,11,556,600,-4,934,930,4,"UA",303,"N508UA","JFK","SFO",353,2586,6,0,2013-05-11 06:00:00
2013,5,11,556,600,-4,845,908,-23,"UA",1169,"N33103","JFK","LAX",303,2475,6,0,2013-05-11 06:00:00
2013,5,11,653,655,-2,955,935,20,"AA",1815,"N5CGAA","JFK","MCO",146,944,6,55,2013-05-11 06:00:00
2013,5,11,702,700,2,938,945,-7,"AA",1949,"N3HFAA","JFK","LAS",300,2248,7,0,2013-05-11 07:00:00
2013,5,11,722,725,-3,1025,1040,-15,"AA",443,"N324AA","JFK","MIA",157,1089,7,25,2013-05-11 07:00:00
2013,5,11,747,730,17,1041,1050,-9,"AA",33,"N329AA","JFK","LAX",313,2475,7,30,2013-05-11 07:00:00
2013,5,11,756,750,6,1206,1155,11,"AA",655,"N5EUAA","JFK","STT",212,1623,7,50,2013-05-11 07:00:00
2013,5,11,758,800,-2,1103,1135,-32,"AA",59,"N328AA","JFK","SFO",338,2586,8,0,2013-05-11 08:00:00
2013,5,11,808,800,8,1110,1127,-17,"UA",397,"N505UA","JFK","SFO",330,2586,8,0,2013-05-11 08:00:00
2013,5,11,815,820,-5,928,930,-2,"AA",1838,"N3GKAA","JFK","BOS",41,187,8,20,2013-05-11 08:00:00
2013,5,11,828,830,-2,1127,1147,-20,"UA",1201,"N18119","JFK","LAX",315,2475,8,30,2013-05-11 08:00:00
2013,5,11,830,640,110,1209,1040,89,"AA",413,"N3DVAA","JFK","SJU",185,1598,6,40,2013-05-11 06:00:00
2013,5,11,842,850,-8,1228,1300,-32,"AA",1357,"N5FLAA","JFK","SJU",188,1598,8,50,2013-05-11 08:00:00
2013,5,11,854,900,-6,1149,1225,-36,"AA",1,"N335AA","JFK","LAX",315,2475,9,0,2013-05-11 09:00:00
2013,5,11,858,900,-2,1227,1215,12,"AA",647,"N5FMAA","JFK","MIA",163,1089,9,0,2013-05-11 09:00:00
2013,5,11,926,930,-4,1225,1255,-30,"AA",179,"N338AA","JFK","SFO",331,2586,9,30,2013-05-11 09:00:00
2013,5,11,1026,1030,-4,1334,1340,-6,"AA",19,"N336AA","JFK","LAX",320,2475,10,30,2013-05-11 10:00:00
2013,5,11,1107,1113,-6,1345,1415,-30,"UA",703,"N555UA","JFK","LAX",317,2475,11,13,2013-05-11 11:00:00
2013,5,11,1154,1200,-6,1431,1519,-48,"UA",257,"N557UA","JFK","SFO",319,2586,12,0,2013-05-11 12:00:00
2013,5,11,1159,1200,-1,1452,1505,-13,"AA",3,"N327AA","JFK","LAX",312,2475,12,0,2013-05-11 12:00:00
2013,5,11,1238,1245,-7,1403,1350,13,"AA",1850,"N3GKAA","JFK","BOS",42,187,12,45,2013-05-11 12:00:00
2013,5,11,1343,1345,-2,1622,1700,-38,"AA",117,"N339AA","JFK","LAX",317,2475,13,45,2013-05-11 13:00:00
2013,5,11,1405,1359,6,1718,1714,4,"AA",677,"N628AA","JFK","MIA",166,1089,13,59,2013-05-11 13:00:00
2013,5,11,1426,1430,-4,1807,1845,-38,"AA",1635,"N5FJAA","JFK","SJU",196,1598,14,30,2013-05-11 14:00:00
2013,5,11,1427,1430,-3,1717,1749,-32,"UA",675,"N512UA","JFK","SFO",326,2586,14,30,2013-05-11 14:00:00
2013,5,11,1445,1450,-5,1746,1745,1,"AA",1813,"N5FSAA","JFK","MCO",150,944,14,50,2013-05-11 14:00:00
2013,5,11,1508,1455,13,1816,1820,-4,"AA",1769,"N383AA","JFK","MIA",159,1089,14,55,2013-05-11 14:00:00
2013,5,11,1536,1530,6,1843,1905,-22,"AA",85,"N352AA","JFK","SFO",340,2586,15,30,2013-05-11 15:00:00
2013,5,11,1558,1600,-2,1750,1720,30,"AA",854,"N3GPAA","JFK","BOS",57,187,16,0,2013-05-11 16:00:00
2013,5,11,1607,1545,22,2022,1910,72,"AA",133,"N324AA","JFK","LAX",320,2475,15,45,2013-05-11 15:00:00
2013,5,11,1738,1629,69,2120,1939,101,"AA",565,"N3BWAA","JFK","DFW",210,1391,16,29,2013-05-11 16:00:00
2013,5,11,1750,1700,50,2107,2025,42,"AA",181,"N320AA","JFK","LAX",314,2475,17,0,2013-05-11 17:00:00
2013,5,11,1812,1710,62,1949,1915,34,"AA",1351,"N3CTAA","JFK","ORD",116,740,17,10,2013-05-11 17:00:00
2013,5,11,1817,1540,157,2120,1848,152,"UA",841,"N502UA","JFK","LAX",313,2475,15,40,2013-05-11 15:00:00
2013,5,11,1822,1725,57,2152,2020,92,"AA",1901,"N3CWAA","JFK","IAH",221,1417,17,25,2013-05-11 17:00:00
2013,5,11,1829,1725,64,2129,2040,49,"AA",145,"N3CSAA","JFK","SAN",318,2446,17,25,2013-05-11 17:00:00
2013,5,11,1841,1720,81,2208,2025,103,"AA",695,"N3JVAA","JFK","AUS",232,1521,17,20,2013-05-11 17:00:00
2013,5,11,1856,1830,26,2200,2200,0,"AA",269,"N3CUAA","JFK","SEA",329,2422,18,30,2013-05-11 18:00:00
2013,5,11,1900,1735,85,2301,2105,116,"AA",543,"N5FRAA","JFK","MIA",182,1089,17,35,2013-05-11 17:00:00
2013,5,11,1946,1815,91,2222,2123,59,"UA",535,"N518UA","JFK","LAX",296,2475,18,15,2013-05-11 18:00:00
2013,5,11,1953,1910,43,2239,2240,-1,"AA",21,"N323AA","JFK","LAX",310,2475,19,10,2013-05-11 19:00:00
2013,5,11,1958,1800,118,2306,2140,86,"AA",177,"N332AA","JFK","SFO",327,2586,18,0,2013-05-11 18:00:00
2013,5,11,2009,1755,134,2258,2127,91,"UA",512,"N560UA","JFK","SFO",323,2586,17,55,2013-05-11 17:00:00
2013,5,11,2013,1925,48,2324,2230,54,"AA",1787,"N3HFAA","JFK","TPA",157,1005,19,25,2013-05-11 19:00:00
2013,5,11,2033,1700,213,2257,1955,182,"AA",257,"N3GKAA","JFK","LAS",297,2248,17,0,2013-05-11 17:00:00
2013,5,11,2136,1955,101,2248,2110,98,"AA",1762,"N3BNAA","JFK","BOS",42,187,19,55,2013-05-11 19:00:00
2013,5,12,534,540,-6,841,840,1,"AA",701,"N5CLAA","JFK","MIA",164,1089,5,40,2013-05-12 05:00:00
2013,5,12,555,603,-8,842,934,-52,"UA",303,"N596UA","JFK","SFO",321,2586,6,3,2013-05-12 06:00:00
2013,5,12,638,640,-2,1029,1040,-11,"AA",413,"N3GPAA","JFK","SJU",198,1598,6,40,2013-05-12 06:00:00
2013,5,12,651,700,-9,907,945,-38,"AA",1949,"N3DVAA","JFK","LAS",292,2248,7,0,2013-05-12 07:00:00
2013,5,12,651,655,-4,1007,935,32,"AA",1815,"N5CKAA","JFK","MCO",154,944,6,55,2013-05-12 06:00:00
2013,5,12,723,725,-2,1031,1040,-9,"AA",443,"N335AA","JFK","MIA",162,1089,7,25,2013-05-12 07:00:00
2013,5,12,728,730,-2,1003,1050,-47,"AA",33,"N327AA","JFK","LAX",310,2475,7,30,2013-05-12 07:00:00
2013,5,12,748,750,-2,1128,1155,-27,"AA",655,"N5FKAA","JFK","STT",197,1623,7,50,2013-05-12 07:00:00
2013,5,12,754,800,-6,1053,1127,-34,"UA",397,"N502UA","JFK","SFO",316,2586,8,0,2013-05-12 08:00:00
2013,5,12,800,800,0,1108,1135,-27,"AA",59,"N329AA","JFK","SFO",343,2586,8,0,2013-05-12 08:00:00
2013,5,12,814,820,-6,921,930,-9,"AA",1838,"N3CPAA","JFK","BOS",41,187,8,20,2013-05-12 08:00:00
2013,5,12,839,830,9,1107,1147,-40,"UA",1201,"N18112","JFK","LAX",301,2475,8,30,2013-05-12 08:00:00
2013,5,12,846,850,-4,1229,1300,-31,"AA",1357,"N5EUAA","JFK","SJU",201,1598,8,50,2013-05-12 08:00:00
2013,5,12,858,900,-2,1136,1225,-49,"AA",1,"N339AA","JFK","LAX",306,2475,9,0,2013-05-12 09:00:00
2013,5,12,900,900,0,1157,1215,-18,"AA",647,"N5FSAA","JFK","MIA",157,1089,9,0,2013-05-12 09:00:00
2013,5,12,926,930,-4,1216,1255,-39,"AA",179,"N338AA","JFK","SFO",331,2586,9,30,2013-05-12 09:00:00
2013,5,12,1022,1030,-8,1256,1340,-44,"AA",19,"N320AA","JFK","LAX",310,2475,10,30,2013-05-12 10:00:00
2013,5,12,1120,1125,-5,1353,1434,-41,"UA",1659,"N33103","JFK","LAX",310,2475,11,25,2013-05-12 11:00:00
2013,5,12,1151,1200,-9,1423,1505,-42,"AA",3,"N328AA","JFK","LAX",297,2475,12,0,2013-05-12 12:00:00
2013,5,12,1154,1200,-6,1432,1519,-47,"UA",257,"N505UA","JFK","SFO",315,2586,12,0,2013-05-12 12:00:00
2013,5,12,1242,1245,-3,1345,1350,-5,"AA",1850,"N3CPAA","JFK","BOS",41,187,12,45,2013-05-12 12:00:00
2013,5,12,1345,1345,0,1634,1700,-26,"AA",117,"N332AA","JFK","LAX",311,2475,13,45,2013-05-12 13:00:00
2013,5,12,1400,1359,1,1721,1714,7,"AA",677,"N5CKAA","JFK","MIA",160,1089,13,59,2013-05-12 13:00:00
2013,5,12,1428,1430,-2,1714,1749,-35,"UA",434,"N508UA","JFK","SFO",318,2586,14,30,2013-05-12 14:00:00
2013,5,12,1432,1430,2,1823,1845,-22,"AA",1635,"N5FAAA","JFK","SJU",202,1598,14,30,2013-05-12 14:00:00
2013,5,12,1446,1450,-4,1739,1745,-6,"AA",1813,"N5FPAA","JFK","MCO",141,944,14,50,2013-05-12 14:00:00
2013,5,12,1516,1455,21,1843,1820,23,"AA",1769,"N354AA","JFK","MIA",165,1089,14,55,2013-05-12 14:00:00
2013,5,12,1528,1530,-2,1819,1905,-46,"AA",85,"N356AA","JFK","SFO",317,2586,15,30,2013-05-12 15:00:00
2013,5,12,1545,1545,0,1830,1910,-40,"AA",133,"N335AA","JFK","LAX",308,2475,15,45,2013-05-12 15:00:00
2013,5,12,1553,1600,-7,1704,1720,-16,"AA",854,"N3JCAA","JFK","BOS",37,187,16,0,2013-05-12 16:00:00
2013,5,12,1559,1530,29,1838,1845,-7,"UA",1657,"N18119","JFK","LAX",305,2475,15,30,2013-05-12 15:00:00
2013,5,12,1626,1629,-3,1933,1939,-6,"AA",565,"N3GGAA","JFK","DFW",202,1391,16,29,2013-05-12 16:00:00
2013,5,12,1656,1700,-4,1923,1955,-32,"AA",257,"N3CPAA","JFK","LAS",289,2248,17,0,2013-05-12 17:00:00
2013,5,12,1658,1700,-2,1947,2025,-38,"AA",181,"N323AA","JFK","LAX",303,2475,17,0,2013-05-12 17:00:00
2013,5,12,1709,1710,-1,2005,2040,-35,"UA",512,"N560UA","JFK","SFO",319,2586,17,10,2013-05-12 17:00:00
2013,5,12,1716,1720,-4,2054,2025,29,"AA",695,"N3BXAA","JFK","AUS",224,1521,17,20,2013-05-12 17:00:00
2013,5,12,1725,1725,0,2102,2020,42,"AA",1901,"N3GHAA","JFK","IAH",217,1417,17,25,2013-05-12 17:00:00
2013,5,12,1735,1725,10,2026,2040,-14,"AA",145,"N3HFAA","JFK","SAN",299,2446,17,25,2013-05-12 17:00:00
2013,5,12,1735,1735,0,2121,2105,16,"AA",543,"N5FNAA","JFK","MIA",171,1089,17,35,2013-05-12 17:00:00
2013,5,12,1757,1800,-3,2116,2140,-24,"AA",177,"N336AA","JFK","SFO",330,2586,18,0,2013-05-12 18:00:00
2013,5,12,1825,1830,-5,2203,2200,3,"AA",269,"N3GJAA","JFK","SEA",338,2422,18,30,2013-05-12 18:00:00
2013,5,12,1838,1830,8,2137,2200,-23,"UA",389,"N555UA","JFK","SFO",322,2586,18,30,2013-05-12 18:00:00
2013,5,12,1839,1759,40,2117,2107,10,"UA",535,"N557UA","JFK","LAX",303,2475,17,59,2013-05-12 17:00:00
2013,5,12,1852,1710,102,2035,1915,80,"AA",1351,"N3AAAA","JFK","ORD",114,740,17,10,2013-05-12 17:00:00
2013,5,12,1910,1910,0,2159,2240,-41,"AA",21,"N324AA","JFK","LAX",298,2475,19,10,2013-05-12 19:00:00
2013,5,12,1941,1925,16,2305,2230,35,"AA",1787,"N3DVAA","JFK","TPA",155,1005,19,25,2013-05-12 19:00:00
2013,5,12,1948,1955,-7,2113,2110,3,"AA",1762,"N3EUAA","JFK","BOS",38,187,19,55,2013-05-12 19:00:00
2013,5,12,2034,2025,9,2315,2340,-25,"UA",771,"N596UA","JFK","LAX",294,2475,20,25,2013-05-12 20:00:00
2013,5,12,2153,2145,8,34,105,-31,"AA",185,"N327AA","JFK","LAX",297,2475,21,45,2013-05-12 21:00:00
2013,5,13,534,540,-6,845,840,5,"AA",701,"N640AA","JFK","MIA",163,1089,5,40,2013-05-13 05:00:00
2013,5,13,558,600,-2,844,916,-32,"UA",1169,"N33103","JFK","LAX",307,2475,6,0,2013-05-13 06:00:00
2013,5,13,605,613,-8,856,935,-39,"UA",303,"N518UA","JFK","SFO",327,2586,6,13,2013-05-13 06:00:00
2013,5,13,635,640,-5,1021,1040,-19,"AA",413,"N3BHAA","JFK","SJU",198,1598,6,40,2013-05-13 06:00:00
2013,5,13,645,655,-10,1002,935,27,"AA",1815,"N5EHAA","JFK","MCO",157,944,6,55,2013-05-13 06:00:00
2013,5,13,700,700,0,918,945,-27,"AA",1949,"N3JCAA","JFK","LAS",286,2248,7,0,2013-05-13 07:00:00
2013,5,13,722,725,-3,1029,1040,-11,"AA",443,"N320AA","JFK","MIA",158,1089,7,25,2013-05-13 07:00:00
2013,5,13,723,730,-7,945,1050,-65,"AA",33,"N338AA","JFK","LAX",294,2475,7,30,2013-05-13 07:00:00
2013,5,13,749,750,-1,1157,1155,2,"AA",655,"N5EXAA","JFK","STT",209,1623,7,50,2013-05-13 07:00:00
2013,5,13,757,800,-3,1042,1135,-53,"AA",59,"N339AA","JFK","SFO",326,2586,8,0,2013-05-13 08:00:00
2013,5,13,814,820,-6,918,930,-12,"AA",1838,"N3FHAA","JFK","BOS",41,187,8,20,2013-05-13 08:00:00
2013,5,13,819,800,19,1109,1127,-18,"UA",397,"N557UA","JFK","SFO",325,2586,8,0,2013-05-13 08:00:00
2013,5,13,839,840,-1,1112,1157,-45,"UA",1201,"N18112","JFK","LAX",299,2475,8,40,2013-05-13 08:00:00
2013,5,13,845,850,-5,1251,1300,-9,"AA",1357,"N5EWAA","JFK","SJU",205,1598,8,50,2013-05-13 08:00:00
2013,5,13,855,900,-5,1116,1225,-69,"AA",1,"N328AA","JFK","LAX",299,2475,9,0,2013-05-13 09:00:00
2013,5,13,900,900,0,1158,1215,-17,"AA",647,"N5FPAA","JFK","MIA",156,1089,9,0,2013-05-13 09:00:00
2013,5,13,925,930,-5,1239,1255,-16,"AA",179,"N336AA","JFK","SFO",318,2586,9,30,2013-05-13 09:00:00
2013,5,13,955,1000,-5,1228,1319,-51,"UA",642,"N502UA","JFK","SFO",317,2586,10,0,2013-05-13 10:00:00
2013,5,13,1020,1030,-10,1305,1340,-35,"AA",19,"N323AA","JFK","LAX",302,2475,10,30,2013-05-13 10:00:00
2013,5,13,1125,1125,0,1406,1427,-21,"UA",703,"N560UA","JFK","LAX",310,2475,11,25,2013-05-13 11:00:00
2013,5,13,1150,1200,-10,1409,1505,-56,"AA",3,"N329AA","JFK","LAX",292,2475,12,0,2013-05-13 12:00:00
2013,5,13,1201,1210,-9,1450,1529,-39,"UA",394,"N505UA","JFK","SFO",326,2586,12,10,2013-05-13 12:00:00
2013,5,13,1236,1245,-9,1329,1350,-21,"AA",1850,"N3FHAA","JFK","BOS",36,187,12,45,2013-05-13 12:00:00
2013,5,13,1336,1345,-9,1558,1700,-62,"AA",117,"N335AA","JFK","LAX",297,2475,13,45,2013-05-13 13:00:00
2013,5,13,1403,1359,4,1704,1714,-10,"AA",677,"N5EHAA","JFK","MIA",155,1089,13,59,2013-05-13 13:00:00
2013,5,13,1427,1435,-8,1712,1754,-42,"UA",434,"N512UA","JFK","SFO",319,2586,14,35,2013-05-13 14:00:00
2013,5,13,1429,1430,-1,1824,1845,-21,"AA",1635,"N5ETAA","JFK","SJU",207,1598,14,30,2013-05-13 14:00:00
2013,5,13,1444,1450,-6,1732,1745,-13,"AA",1813,"N5FSAA","JFK","MCO",133,944,14,50,2013-05-13 14:00:00
2013,5,13,1450,1455,-5,1757,1820,-23,"AA",1769,"N347AA","JFK","MIA",151,1089,14,55,2013-05-13 14:00:00
2013,5,13,1531,1530,1,1823,1905,-42,"AA",85,"N385AA","JFK","SFO",314,2586,15,30,2013-05-13 15:00:00
2013,5,13,1557,1600,-3,1709,1720,-11,"AA",854,"N3HTAA","JFK","BOS",46,187,16,0,2013-05-13 16:00:00
2013,5,13,1610,1540,30,1830,1855,-25,"UA",1159,"N18119","JFK","LAX",296,2475,15,40,2013-05-13 15:00:00
2013,5,13,1636,1545,51,1904,1910,-6,"AA",133,"N320AA","JFK","LAX",299,2475,15,45,2013-05-13 15:00:00
2013,5,13,1700,1700,0,1910,1955,-45,"AA",257,"N3FHAA","JFK","LAS",276,2248,17,0,2013-05-13 17:00:00
2013,5,13,1721,1725,-4,2007,2020,-13,"AA",1901,"N3DVAA","JFK","IAH",192,1417,17,25,2013-05-13 17:00:00
2013,5,13,1727,1629,58,1952,1939,13,"AA",565,"N3AVAA","JFK","DFW",176,1391,16,29,2013-05-13 16:00:00
2013,5,13,1730,1709,21,2024,2039,-15,"UA",512,"N555UA","JFK","SFO",327,2586,17,9,2013-05-13 17:00:00
2013,5,13,1733,1735,-2,2035,2105,-30,"AA",543,"N5FJAA","JFK","MIA",155,1089,17,35,2013-05-13 17:00:00
2013,5,13,1736,1700,36,2008,2025,-17,"AA",181,"N327AA","JFK","LAX",302,2475,17,0,2013-05-13 17:00:00
2013,5,13,1737,1710,27,1902,1915,-13,"AA",1351,"N3GJAA","JFK","ORD",114,740,17,10,2013-05-13 17:00:00
2013,5,13,1759,1725,34,2009,2040,-31,"AA",145,"N3JMAA","JFK","SAN",293,2446,17,25,2013-05-13 17:00:00
2013,5,13,1805,1800,5,2038,2140,-62,"AA",177,"N332AA","JFK","SFO",316,2586,18,0,2013-05-13 18:00:00
2013,5,13,1807,1720,47,2044,2025,19,"AA",695,"N3BWAA","JFK","AUS",195,1521,17,20,2013-05-13 17:00:00
2013,5,13,1820,1755,25,2036,2103,-27,"UA",535,"N508UA","JFK","LAX",290,2475,17,55,2013-05-13 17:00:00
2013,5,13,1831,1830,1,2152,2200,-8,"AA",269,"N3GWAA","JFK","SEA",348,2422,18,30,2013-05-13 18:00:00
2013,5,13,1918,1910,8,2148,2240,-52,"AA",21,"N324AA","JFK","LAX",290,2475,19,10,2013-05-13 19:00:00
2013,5,13,1936,1925,11,2203,2230,-27,"AA",1787,"N3JCAA","JFK","TPA",131,1005,19,25,2013-05-13 19:00:00
2013,5,13,1953,1955,-2,2118,2110,8,"AA",1762,"N3GPAA","JFK","BOS",40,187,19,55,2013-05-13 19:00:00
2013,5,13,2007,1830,97,2238,2200,38,"UA",389,"N596UA","JFK","SFO",310,2586,18,30,2013-05-13 18:00:00
2013,5,13,2051,2025,26,2349,2333,16,"UA",771,"N518UA","JFK","LAX",338,2475,20,25,2013-05-13 20:00:00
2013,5,13,2222,2145,37,54,105,-11,"AA",185,"N338AA","JFK","LAX",288,2475,21,45,2013-05-13 21:00:00
2013,5,14,544,540,4,828,840,-12,"AA",701,"N619AA","JFK","MIA",143,1089,5,40,2013-05-14 05:00:00
2013,5,14,556,600,-4,848,916,-28,"UA",1169,"N18112","JFK","LAX",307,2475,6,0,2013-05-14 06:00:00
2013,5,14,604,613,-9,924,935,-11,"UA",303,"N505UA","JFK","SFO",346,2586,6,13,2013-05-14 06:00:00
2013,5,14,649,655,-6,952,935,17,"AA",1815,"N5DVAA","JFK","MCO",130,944,6,55,2013-05-14 06:00:00
2013,5,14,653,640,13,1054,1040,14,"AA",413,"N3BRAA","JFK","SJU",204,1598,6,40,2013-05-14 06:00:00
2013,5,14,654,700,-6,905,945,-40,"AA",1949,"N3HTAA","JFK","LAS",288,2248,7,0,2013-05-14 07:00:00
2013,5,14,723,725,-2,1004,1040,-36,"AA",443,"N328AA","JFK","MIA",135,1089,7,25,2013-05-14 07:00:00
2013,5,14,726,730,-4,1000,1050,-50,"AA",33,"N323AA","JFK","LAX",305,2475,7,30,2013-05-14 07:00:00
2013,5,14,746,750,-4,1131,1155,-24,"AA",655,"N5FSAA","JFK","STT",199,1623,7,50,2013-05-14 07:00:00
2013,5,14,753,800,-7,1046,1135,-49,"AA",59,"N329AA","JFK","SFO",334,2586,8,0,2013-05-14 08:00:00
2013,5,14,759,800,-1,1049,1127,-38,"UA",397,"N502UA","JFK","SFO",331,2586,8,0,2013-05-14 08:00:00
2013,5,14,816,820,-4,913,930,-17,"AA",1838,"N3KFAA","JFK","BOS",36,187,8,20,2013-05-14 08:00:00
2013,5,14,844,840,4,1118,1157,-39,"UA",1201,"N13138","JFK","LAX",308,2475,8,40,2013-05-14 08:00:00
2013,5,14,846,850,-4,1227,1300,-33,"AA",1357,"N5FNAA","JFK","SJU",197,1598,8,50,2013-05-14 08:00:00
2013,5,14,851,900,-9,1124,1225,-61,"AA",1,"N339AA","JFK","LAX",302,2475,9,0,2013-05-14 09:00:00
2013,5,14,923,930,-7,1216,1255,-39,"AA",179,"N336AA","JFK","SFO",333,2586,9,30,2013-05-14 09:00:00
2013,5,14,934,900,34,1218,1215,3,"AA",647,"N5EUAA","JFK","MIA",136,1089,9,0,2013-05-14 09:00:00
2013,5,14,958,1000,-2,1246,1319,-33,"UA",642,"N560UA","JFK","SFO",326,2586,10,0,2013-05-14 10:00:00
2013,5,14,1027,1030,-3,1308,1340,-32,"AA",19,"N327AA","JFK","LAX",302,2475,10,30,2013-05-14 10:00:00
2013,5,14,1120,1125,-5,1336,1427,-51,"UA",703,"N555UA","JFK","LAX",299,2475,11,25,2013-05-14 11:00:00
2013,5,14,1200,1200,0,1436,1505,-29,"AA",3,"N320AA","JFK","LAX",310,2475,12,0,2013-05-14 12:00:00
2013,5,14,1208,1210,-2,1503,1529,-26,"UA",257,"N508UA","JFK","SFO",332,2586,12,10,2013-05-14 12:00:00
2013,5,14,1231,1245,-14,1325,1350,-25,"AA",1850,"N3KFAA","JFK","BOS",34,187,12,45,2013-05-14 12:00:00
2013,5,14,1336,1345,-9,1610,1700,-50,"AA",117,"N332AA","JFK","LAX",306,2475,13,45,2013-05-14 13:00:00
2013,5,14,1435,1435,0,1731,1754,-23,"UA",434,"N557UA","JFK","SFO",332,2586,14,35,2013-05-14 14:00:00
2013,5,14,1441,1359,42,1722,1714,8,"AA",677,"N5DVAA","JFK","MIA",134,1089,13,59,2013-05-14 13:00:00
2013,5,14,1445,1450,-5,1721,1745,-24,"AA",1813,"N5FKAA","JFK","MCO",125,944,14,50,2013-05-14 14:00:00
2013,5,14,1452,1455,-3,1801,1820,-19,"AA",1769,"N5FLAA","JFK","MIA",143,1089,14,55,2013-05-14 14:00:00
2013,5,14,1454,1430,24,1838,1845,-7,"AA",1635,"N5EYAA","JFK","SJU",190,1598,14,30,2013-05-14 14:00:00
2013,5,14,1529,1530,-1,1838,1905,-27,"AA",85,"N390AA","JFK","SFO",328,2586,15,30,2013-05-14 15:00:00
2013,5,14,1544,1545,-1,1836,1910,-34,"AA",133,"N328AA","JFK","LAX",309,2475,15,45,2013-05-14 15:00:00
2013,5,14,1559,1600,-1,1717,1720,-3,"AA",854,"N3DXAA","JFK","BOS",42,187,16,0,2013-05-14 16:00:00
2013,5,14,1627,1629,-2,1855,1939,-44,"AA",565,"N3CUAA","JFK","DFW",186,1391,16,29,2013-05-14 16:00:00
2013,5,14,1656,1700,-4,1912,1955,-43,"AA",257,"N3KFAA","JFK","LAS",292,2248,17,0,2013-05-14 17:00:00
2013,5,14,1657,1700,-3,1929,2025,-56,"AA",181,"N338AA","JFK","LAX",312,2475,17,0,2013-05-14 17:00:00
2013,5,14,1709,1709,0,2004,2039,-35,"UA",512,"N512UA","JFK","SFO",337,2586,17,9,2013-05-14 17:00:00
2013,5,14,1710,1710,0,1847,1915,-28,"AA",1351,"N3BSAA","JFK","ORD",131,740,17,10,2013-05-14 17:00:00
2013,5,14,1720,1725,-5,1942,2040,-58,"AA",145,"N3JTAA","JFK","SAN",304,2446,17,25,2013-05-14 17:00:00
2013,5,14,1723,1725,-2,2022,2020,2,"AA",1901,"N3JJAA","JFK","IAH",204,1417,17,25,2013-05-14 17:00:00
2013,5,14,1725,1720,5,2018,2025,-7,"AA",695,"N3CYAA","JFK","AUS",211,1521,17,20,2013-05-14 17:00:00
2013,5,14,1744,1735,9,2027,2105,-38,"AA",543,"N5FAAA","JFK","MIA",139,1089,17,35,2013-05-14 17:00:00
2013,5,14,1753,1755,-2,2023,2103,-40,"UA",535,"N518UA","JFK","LAX",307,2475,17,55,2013-05-14 17:00:00
2013,5,14,1810,1800,10,2104,2140,-36,"AA",177,"N324AA","JFK","SFO",328,2586,18,0,2013-05-14 18:00:00
2013,5,14,1813,1540,153,2040,1855,105,"UA",1159,"N18119","JFK","LAX",302,2475,15,40,2013-05-14 15:00:00
2013,5,14,1823,1830,-7,2144,2200,-16,"AA",269,"N3AVAA","JFK","SEA",349,2422,18,30,2013-05-14 18:00:00
2013,5,14,1828,1830,-2,2127,2200,-33,"UA",389,"N596UA","JFK","SFO",336,2586,18,30,2013-05-14 18:00:00
2013,5,14,1907,1910,-3,2141,2240,-59,"AA",21,"N335AA","JFK","LAX",299,2475,19,10,2013-05-14 19:00:00
2013,5,14,1918,1925,-7,2156,2230,-34,"AA",1787,"N3HTAA","JFK","TPA",136,1005,19,25,2013-05-14 19:00:00
2013,5,14,2026,2025,1,2303,2333,-30,"UA",771,"N505UA","JFK","LAX",310,2475,20,25,2013-05-14 20:00:00
2013,5,14,2035,1955,40,2135,2110,25,"AA",1762,"N3BHAA","JFK","BOS",43,187,19,55,2013-05-14 19:00:00
2013,5,14,2240,2145,55,114,105,9,"AA",185,"N329AA","JFK","LAX",309,2475,21,45,2013-05-14 21:00:00
2013,5,15,543,540,3,827,840,-13,"AA",701,"N624AA","JFK","MIA",142,1089,5,40,2013-05-15 05:00:00
2013,5,15,602,600,2,848,916,-28,"UA",1169,"N13138","JFK","LAX",314,2475,6,0,2013-05-15 06:00:00
2013,5,15,606,613,-7,922,935,-13,"UA",303,"N508UA","JFK","SFO",351,2586,6,13,2013-05-15 06:00:00
2013,5,15,633,640,-7,1022,1040,-18,"AA",413,"N3DXAA","JFK","SJU",180,1598,6,40,2013-05-15 06:00:00
2013,5,15,650,655,-5,937,935,2,"AA",1815,"N615AA","JFK","MCO",131,944,6,55,2013-05-15 06:00:00
2013,5,15,703,700,3,924,945,-21,"AA",1949,"N3HCAA","JFK","LAS",294,2248,7,0,2013-05-15 07:00:00
2013,5,15,724,730,-6,1002,1050,-48,"AA",33,"N320AA","JFK","LAX",314,2475,7,30,2013-05-15 07:00:00
2013,5,15,733,725,8,1012,1040,-28,"AA",443,"N327AA","JFK","MIA",139,1089,7,25,2013-05-15 07:00:00
2013,5,15,745,750,-5,1110,1155,-45,"AA",655,"N5ETAA","JFK","STT",185,1623,7,50,2013-05-15 07:00:00
